Numero,Nombre,Tipo,Contacto,Cargo,Correo Electrónico,Telefono,Observaciones,Razon Social,Tipo de Contribuyente,CUIT,Alta,Baja,Activo,Frecuencia,Importe,Nro de Cuenta,Fecha_Donación,País
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"711.560,00",405100,05/07/2024,Argentina
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"66.711,00",405100,10/07/2024,Brasil
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"770.156,00",405100,14/07/2024,Colombia
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"420.123,00",405100,15/07/2024,México
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"295.364,00",405100,18/07/2024,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"609.063,00",404100,21/07/2024,Uruguay
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"635.642,00",405100,22/07/2024,Argentina
D00120,Supermercado Vegano SRL,Empresa,Contacto VG,-,supermercadovegano@mail.com,(+)58 5550-9222,-,-,Responsable Inscripto,34-01712356-5,25/1/2023,,SI,Bimestral,"593.821,00",403103,28/07/2024,Venezuela
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"63.032,00",403103,28/07/2024,Brasil
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"41.123,00",405100,28/07/2024,México
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"506.437,00",403103,30/07/2024,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"523.200,00",405100,30/07/2024,Colombia
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"250.149,00",405100,03/08/2024,Argentina
D00108,Iniciativa Solidaria,Empresa,Contacto C,-,iniciativasolidaria@mail.com,(+)55 5747-7433,Observación D,SAS,Monotributista,24-91224120-6,4/10/2022,20/08/2024,NO,Bimestral,"758.508,00",404100,04/08/2024,Brasil
D00111,Futuro Corporativo,Empresa,Contacto E,-,futurocorporativo@mail.com,(+)595 5380-3426,Observación D,SAS,Monotributista,27-23783266-6,2/12/2019,,SI,Mensual,"148.343,00",403103,05/08/2024,Paraguay
D00127,Horizonte Ecológico,ONG,Contacto AWW,-,juan.rodriguez@horizonteecologico.com,(+)52 55 1234 5678,Observación DRF,ONG,Monotributista,23-45678901-3,4/1/2024,,SI,Mensual,"268.596,00",405100,05/08/2024,México
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"648.108,00",405100,05/08/2024,Colombia
D00137,TecnoAvanzado S.R.L.,Tecnología,Contacto ATS,-,roberto.sanchez@tecnoavanzado.com,(+)54 9 11 6543 2109,Observación PP,SRL,Monotributista,20-22334455-6,5/6/2022,,SI,Mensual,"768.202,00",405100,05/08/2024,Argentina
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"642.222,00",405100,10/08/2024,Argentina
D00112,Global Energies S.A.,Estado,Contacto A,-,globalenergiess.a.@example.net,(+)598 5503-7127,Observación C,,Responsable Inscripto,25-36901514-8,13/8/2019,,SI,Anual,"558.515,00",404100,14/08/2024,Uruguay
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"29.556,00",403103,15/08/2024,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"234.530,00",403103,15/08/2024,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"329.953,00",405100,15/08/2024,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"15.614,00",405100,15/08/2024,México
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"740.873,00",404100,23/08/2024,Uruguay
D00115,Mercado Popular,Campaña,Contacto VDS,-,mercadopopular@example.com,(+)55 5550-9219,Observación DAS,SAS,Monotributista,24-34193456-2,22/12/2020,,SI,Bimestral,"40.287,00",405100,28/08/2024,Brasil
D00109,Innovatech Solutions,Estado,Contacto B,-,innovatechsolutions@mail.com,(+)54 5263-2378,Observación A,S.A,Exento,24-56588769-6,9/8/2019,,SI,Bimestral,"676.243,00",404100,30/08/2024,Argentina
D00113,Proyecto Gubernamental,Estado,Contacto E,-,proyectogubernamental@mail.com,(+)598 5550-9219,Observación D,GOB,Exento,29-75196406-1,21/1/2022,,SI,Mensual,"508.753,00",404100,01/09/2024,Uruguay
D00124,Soluciones VerdeVida,ONG,Contacto DSF,-,ana.solis@verdevida.com,(+)54 9 11 1234 5678,Observación DE,ONG,Monotributista,20-12345678-9,1/2/2024,,SI,Mensual,"473.575,00",405100,01/09/2024,Argentina
D00139,TechGreen Innovación S.R.L.,Agroindustria,Contacto ATG,-,tech@techgreeninnovacion.com,(+)54 9 11 4567 8901,Observación TT,SRL,IVA Responsable Inscripto,25-67890123-0,1/4/2024,,SI,Mensual,"514.844,00",405100,01/09/2024,Argentina
D00136,AgroIndustrias del Sur,Agroindustria,Contacto AAS,-,laura.garcia@agroindustrias.com,(+)57 300 876 5432,Observación OO,SA,IVA Responsable Inscripto,33-11223344-5,1/1/2024,,SI,Mensual,"556.901,00",405100,02/09/2024,Colombia
D00125,Innovación Global S.A.,Empresa,Contacto DDD,-,carlos.martinez@innovacionglobal.com,(+)55 21 9876 5432,Observación DG,S.A,Responsable Inscripto,27-23456789-1,2/2/2024,,SI,Mensual,"42.628,00",403103,05/09/2024,Brasil
D00126,Empresas FuturoBrillante,Empresa,Contacto AHH,-,laura.perez@futurobrillante.com,(+)56 9 8765 4321,Observación DED,SAS,Responsable Inscripto,30-34567890-2,3/2/2024,,SI,Mensual,"531.085,00",403103,05/09/2024,Chile
D00128,Fundación UniCorp,ONG,Contacto ASEE,-,marta.gonzalez@unicorp.org,(+)57 300 123 4567,Observación GG,ONG,Monotributista,33-56789012-4,5/2/2024,,SI,Mensual,"471.594,00",405100,05/09/2024,Colombia
D00138,Innovación Solar S.A.,Campaña,Contacto AIS,-,julia.martinez@innovacionsolar.com,(+)52 55 1234 5678,Observación QQ,S.A,Responsable Inscripto,30-99887766-7,2/2/2024,,SI,Mensual,"34.964,00",405100,05/09/2024,México
